10 	0.2 	0 	6.402034044265747 	2152 	1936 
10 	0.2 	1 	6.432068824768066 	1594 	1042 
10 	0.2 	2 	6.42028284072876 	2103 	1586 
10 	0.2 	3 	6.205139875411987 	2411 	2139 
10 	0.2 	4 	6.355387210845947 	1427 	1187 
10 	0.2 	5 	6.4984142780303955 	2048 	1521 
10 	0.2 	6 	6.214833974838257 	2758 	2170 
10 	0.2 	7 	6.711413860321045 	2758 	1720 
10 	0.2 	8 	7.056851863861084 	2592 	1574 
10 	0.2 	9 	6.8467698097229 	2463 	1869 
10 	0.4 	0 	6.263858079910278 	1057 	1025 
10 	0.4 	1 	6.642327070236206 	808 	615 
10 	0.4 	2 	6.5799291133880615 	1219 	917 
10 	0.4 	3 	6.211453914642334 	1251 	1230 
10 	0.4 	4 	6.371999979019165 	1279 	630 
10 	0.4 	5 	6.485013008117676 	908 	908 
10 	0.4 	6 	6.736414909362793 	1975 	1374 
10 	0.4 	7 	6.653301954269409 	1440 	1020 
10 	0.4 	8 	6.183604001998901 	1140 	876 
10 	0.4 	9 	6.2176477909088135 	1161 	1136 
10 	0.6 	0 	6.677928924560547 	865 	841 
10 	0.6 	1 	6.725927829742432 	664 	615 
10 	0.6 	2 	6.671460151672363 	793 	793 
10 	0.6 	3 	6.337073087692261 	815 	815 
10 	0.6 	4 	6.590224027633667 	601 	521 
10 	0.6 	5 	6.59415078163147 	755 	755 
10 	0.6 	6 	6.322468280792236 	1120 	1101 
10 	0.6 	7 	6.850972890853882 	658 	610 
10 	0.6 	8 	7.223944187164307 	822 	582 
10 	0.6 	9 	6.586483001708984 	711 	710 
10 	0.8 	0 	6.6666388511657715 	818 	818 
10 	0.8 	1 	6.700840950012207 	664 	615 
10 	0.8 	2 	6.662925958633423 	793 	793 
10 	0.8 	3 	6.725683212280273 	815 	803 
10 	0.8 	4 	6.8023459911346436 	601 	521 
10 	0.8 	5 	6.775767087936401 	770 	755 
10 	0.8 	6 	6.73915696144104 	1237 	1083 
10 	0.8 	7 	6.824759244918823 	599 	540 
10 	0.8 	8 	6.74204421043396 	562 	554 
10 	0.8 	9 	6.673974990844727 	711 	671 
20 	0.2 	0 	8.59747576713562 	4742 	4394 
20 	0.2 	1 	8.624133825302124 	9599 	8430 
20 	0.2 	2 	8.63500714302063 	6768 	6210 
20 	0.2 	3 	8.342587947845459 	9764 	9188 
20 	0.2 	4 	8.624963760375977 	4436 	4215 
20 	0.2 	5 	8.661710262298584 	7456 	6527 
20 	0.2 	6 	8.217725038528442 	11510 	10455 
20 	0.2 	7 	8.65501093864441 	4627 	3920 
20 	0.2 	8 	9.083178997039795 	4112 	3465 
20 	0.2 	9 	8.818053007125854 	6269 	4979 
20 	0.4 	0 	8.608402967453003 	3067 	3066 
20 	0.4 	1 	8.715950012207031 	5909 	4847 
20 	0.4 	2 	8.300811052322388 	3898 	3838 
20 	0.4 	3 	8.725261926651001 	5710 	5118 
20 	0.4 	4 	8.570809841156006 	2798 	2495 
20 	0.4 	5 	8.506798267364502 	3631 	3582 
20 	0.4 	6 	8.457005977630615 	7058 	6238 
20 	0.4 	7 	8.266911029815674 	2594 	2145 
20 	0.4 	8 	8.290656089782715 	2133 	2096 
20 	0.4 	9 	9.140136957168579 	3704 	2925 
20 	0.6 	0 	9.37952709197998 	3073 	2986 
20 	0.6 	1 	8.705536127090454 	3481 	3206 
20 	0.6 	2 	9.162624835968018 	3583 	3583 
20 	0.6 	3 	9.206395864486694 	3452 	3317 
20 	0.6 	4 	9.242845296859741 	2503 	2173 
20 	0.6 	5 	9.260390758514404 	3028 	3010 
20 	0.6 	6 	8.649256944656372 	4175 	4126 
20 	0.6 	7 	9.222560167312622 	1647 	1638 
20 	0.6 	8 	9.230952978134155 	2133 	1965 
20 	0.6 	9 	8.696140050888062 	2141 	2110 
20 	0.8 	0 	9.343246936798096 	3073 	2986 
20 	0.8 	1 	9.304736137390137 	3382 	2980 
20 	0.8 	2 	9.322566986083984 	3583 	3583 
20 	0.8 	3 	9.308547019958496 	3385 	3040 
20 	0.8 	4 	9.338890790939331 	2503 	2173 
20 	0.8 	5 	9.345674753189087 	4086 	3010 
20 	0.8 	6 	9.45002794265747 	4207 	3878 
20 	0.8 	7 	9.270107984542847 	1647 	1638 
20 	0.8 	8 	9.319318771362305 	2133 	1965 
20 	0.8 	9 	9.284565925598145 	2247 	1995 
50 	0.2 	0 	16.103678226470947 	45944 	40870 
50 	0.2 	1 	15.901162147521973 	33935 	30613 
50 	0.2 	2 	14.222081899642944 	39274 	34520 
50 	0.2 	3 	15.137259721755981 	32679 	27828 
50 	0.2 	4 	16.065106868743896 	33283 	32408 
50 	0.2 	5 	14.422888278961182 	41932 	35016 
50 	0.2 	6 	15.828046798706055 	47740 	43136 
50 	0.2 	7 	15.050855159759521 	47511 	43864 
50 	0.2 	8 	16.139562845230103 	40576 	34323 
50 	0.2 	9 	14.706992864608765 	37184 	33002 
50 	0.4 	0 	15.355983972549438 	25043 	23833 
50 	0.4 	1 	15.102887868881226 	19670 	17938 
50 	0.4 	2 	14.268217086791992 	21958 	20502 
50 	0.4 	3 	15.841621160507202 	17911 	16667 
50 	0.4 	4 	16.19823694229126 	19620 	18007 
50 	0.4 	5 	15.281055927276611 	25463 	20508 
50 	0.4 	6 	15.079768896102905 	24011 	23070 
50 	0.4 	7 	14.880140781402588 	26223 	24888 
50 	0.4 	8 	15.443840026855469 	23456 	20015 
50 	0.4 	9 	15.946723222732544 	22016 	19226 
50 	0.6 	0 	16.80638837814331 	18031 	17969 
50 	0.6 	1 	15.683902978897095 	14231 	14050 
